time,event,F0,F1,F2,F3,CatFeat0,CatFeat1,CatFeat2,CatFeat3,CatFeat4,CatFeat5,CatFeat6,CatFeat7
0.5397337257755843,1,0.48121652307829565,0.2714363942898643,0.5885261600843913,0,0,1,0,0,1,0,0,0
0.2560657946638854,1,0.49551145495322213,0.2825800353145912,0.10529963620071425,1,0,0,1,0,1,0,0,0
0.4163582458150974,1,0.004788170559309135,0.04546317872601069,0.38794962987928194,1,0,0,1,0,0,0,0,1
0.2853783637929779,1,0.6393201570988637,0.4647010927151721,0.4606776975706518,0,0,1,0,0,0,0,0,1
0.3291375130882438,1,0.12371758115872178,0.9111443675135199,0.7711684122253448,0,0,0,1,1,0,0,0,0
0.06635744230480263,1,0.9477960683839228,0.8115400743493333,0.1611120782772335,0,0,1,0,0,0,0,1,0
0.13838573616197078,1,0.4894879411488883,0.1372185069447207,0.24651903242122486,0,0,0,1,0,1,0,0,0
0.1975852592485576,1,0.5818948462692421,0.1401329916745474,0.9010980133146121,1,0,1,0,0,0,0,1,0
1.3316779577327076,1,0.9975957276668431,0.670684933583293,0.7048467349326123,1,0,0,1,0,0,1,0,0
1.126136963884918,1,0.5440448535147058,0.7213711610520964,0.6883791261692767,1,1,0,0,0,1,0,0,0
0.26246257215995783,1,0.026676322761057136,0.31293960002350196,0.6057693411416581,0,1,0,0,1,0,0,0,0
0.20314953678241798,1,0.3710039335259796,0.08854927154285974,0.2932300945335372,1,0,1,0,0,0,0,0,1
0.3057976984767893,1,0.30339255377961605,0.645264812049293,0.20714074984260722,0,0,1,0,0,1,0,0,0
0.62389318122413,1,0.8947813889160432,0.7579648592549006,0.579375178839674,0,1,0,0,0,1,0,0,0
0.9582634370131969,1,0.9280168871714582,0.09991192577534291,0.13798441812632667,1,0,0,1,1,0,0,0,0
0.2537001732347326,1,0.5307130814687885,0.36431202493872217,0.458709905511959,1,0,0,1,0,1,0,0,0
0.38365021234513563,0,0.7300489945154546,0.49807056292117313,0.7557388295333812,1,0,0,1,1,0,0,0,0
0.05685874452940827,0,0.04687252030885736,0.8308244090274585,0.830662540066031,0,0,1,0,0,0,1,0,0
0.20358269423050057,0,0.5467124573623525,0.0342413820176678,0.4010778874158988,1,1,0,0,0,0,0,0,1
1.3234571986962298,0,0.3691861184406696,0.838910104581801,0.04994692133692602,0,0,0,1,0,1,0,0,0
0.6113432177005025,0,0.5986148315120058,0.20198974027247074,0.46033894481237636,0,1,0,0,0,1,0,0,0
0.7266854467808763,0,0.9259526169928249,0.5158466039134197,0.05055330091045518,1,0,0,1,0,0,0,1,0
0.0060800511701212395,0,0.2884106743117546,0.10434421146539996,0.48071258936971506,1,0,0,1,0,0,0,0,1
1.1211727501578415,0,0.28933140484808995,0.37627035982222334,0.5870312781370838,0,1,0,0,0,1,0,0,0
1.4149485567267597,0,0.9730180177221179,0.49663326786347695,0.5763575570831821,0,0,0,1,0,0,0,1,0
1.0834348168610837,0,0.709094591914151,0.4472337327726401,0.1924616394922155,0,1,0,0,0,0,1,0,0
0.21072776208552355,0,0.7406775909878516,0.8099030761172585,0.23340100197125424,1,1,0,0,0,0,0,1,0
0.5752728718675644,0,0.9091990304559501,0.9466060371564234,0.046482566220422905,1,0,1,0,0,1,0,0,0
0.2381254159104379,0,0.7957953159056929,0.5110385541103631,0.32838315261268225,0,0,1,0,0,1,0,0,0
1.0610183849277972,0,0.6568444220735734,0.8318447037076329,0.47146623288199085,1,0,0,1,0,0,0,1,0
0.5606527133603089,0,0.6138664428176611,0.7417008793209041,0.49171941387103246,0,0,1,0,0,1,0,0,0
0.07538115153542331,0,0.5129619517724541,0.6508345218795806,0.16752992059205252,1,1,0,0,1,0,0,0,0
1.3110192772622298,0,0.11151445980125008,0.3229448005190422,0.4615627541182965,0,0,1,0,0,0,1,0,0
1.4096680176573537,0,0.7488670442534558,0.8323987871278613,0.5106789569915082,1,0,1,0,1,0,0,0,0
0.6127907022165557,0,0.3622456966576685,0.4601142102814191,0.8913164317004107,1,0,0,1,0,1,0,0,0
0.48540130881240107,0,0.1677762760860767,0.1531694657293552,0.8479404129318967,1,0,0,1,1,0,0,0,0
0.9837367549062472,0,0.8229150692618351,0.3831203475597018,0.6524661978843774,1,0,0,1,0,0,1,0,0
0.6167937696744688,0,0.7286992425100483,0.13091225840462195,0.033140261709705965,0,0,1,0,0,0,0,0,1
0.9376101852898892,0,0.055166033091071265,0.17336800423580612,0.25685503680345567,1,0,1,0,0,1,0,0,0
0.004999962924974053,0,0.03431225666403659,0.03218576907639725,0.6906928446382823,1,0,1,0,0,0,1,0,0
0.13234990446585682,0,0.869586129858292,0.2692099727255969,0.10336876871194822,1,0,1,0,0,0,0,0,1
0.3160208367950527,0,0.20092948761059481,0.8099927112324797,0.015074375452494349,1,1,0,0,0,0,0,1,0
1.117229338413626,0,0.12600348420384155,0.4780457124314307,0.8035279727277098,1,0,0,1,0,0,0,1,0
1.3284455538698487,0,0.6541239849185562,0.43138484195421267,0.29541877472936995,1,0,0,1,0,0,0,0,1
0.8120478666414401,0,0.040797725203089885,0.32838296397774014,0.6757370643393966,1,0,1,0,0,0,1,0,0
0.5974846038596465,0,0.8151550068549404,0.132349966905414,0.9917836344939803,0,0,0,1,0,0,0,0,1
1.4034063635816054,0,0.46749026104701863,0.4773049829785445,0.5816371666315833,1,0,0,1,0,0,0,0,1
1.413906976057849,0,0.05603912383587706,0.8553001971450426,0.9832404529393494,1,0,0,1,0,1,0,0,0
0.6508030255237218,0,0.6062551484158214,0.09184129814383979,0.30638064920650887,0,0,0,1,1,0,0,0,0
0.9534806653302161,0,0.27126586467221936,0.3606082498135583,0.9333235625425713,1,1,0,0,0,0,0,0,1
1.3515506514800082,0,0.2589486633811482,0.7055445029573836,0.7441075609591443,1,1,0,0,1,0,0,0,0
1.3063904230188028,0,0.45946430464294497,0.8690404013821751,0.8320926812895683,0,0,0,1,0,0,0,0,1
0.19904715552830038,0,0.7862419172867491,0.324200500658854,0.845849331402805,1,0,1,0,0,0,0,1,0
0.19674790771831618,0,0.260226985355568,0.6472454050683204,0.1252562769291502,1,1,0,0,1,0,0,0,0
0.12855881043054315,0,0.32279274328557117,0.03659322705541257,0.5034575030058942,1,0,0,1,0,0,0,1,0
1.0422877940147641,0,0.7548361962130201,0.9983336686522589,0.24913517199957902,1,0,0,1,0,0,0,0,1
0.4894973554312214,0,0.9062386672900432,0.8117552796411198,0.30229342372296,1,0,1,0,0,0,1,0,0
0.7803725790053272,0,0.17170141371614533,0.9738743337415113,0.514770855998257,1,1,0,0,1,0,0,0,0
0.6435624745944083,0,0.21305134078773302,0.1987423125638189,0.35873830535683093,1,1,0,0,0,1,0,0,0
1.1233154769404436,0,0.35139980340603605,0.4658941578441106,0.07857609983859792,0,1,0,0,1,0,0,0,0
0.922110525065378,0,0.8961427974252342,0.17669254642004006,0.2566283732992959,1,0,0,1,0,1,0,0,0
0.08294762151650217,0,0.16156329773377043,0.12870023665236308,0.04224429278808284,1,1,0,0,0,0,0,0,1
0.7902100974216854,0,0.51722964495449,0.8795318214017076,0.7007449067586834,1,1,0,0,1,0,0,0,0
0.7240574104965709,0,0.5147016774382975,0.3132875955959219,0.20951635954338776,1,0,1,0,0,0,1,0,0
0.0751230103196986,0,0.4453424516996397,0.40577756660839015,0.6545835723731386,0,0,0,1,1,0,0,0,0
0.7630228976551773,0,0.7302390841395768,0.3999885599540961,0.6481082642660629,1,0,1,0,1,0,0,0,0
0.40229328090129274,1,0.36923614559078244,0.8535253755286661,0.20439211090953058,1,0,0,1,0,0,1,0,0
0.4545189337491872,1,0.5230932186057062,0.9286031262683244,0.605576704045769,0,1,0,0,0,0,0,0,1
1.2602907961893832,1,0.7540200230982699,0.10905437005387508,0.747114160391715,1,0,0,1,0,0,0,0,1
0.4202165497891971,1,0.8962987365468038,0.058579740965890026,0.28654383520484705,0,1,0,0,0,1,0,0,0
0.3557874755956325,1,0.4162528256857728,0.18647485834205735,0.7279363827852428,1,1,0,0,0,1,0,0,0
0.32114293552740025,1,0.8843671594026008,0.14368874891450523,0.26208107436417283,1,1,0,0,0,0,0,0,1
0.4782782255272202,1,0.014345333626819001,0.5324886600256334,0.516778357740687,0,1,0,0,0,1,0,0,0
1.1399823896113006,1,0.9405329737487045,0.5241127916221291,0.8039944070122368,1,0,0,1,0,1,0,0,0
0.1935010779204088,1,0.624242595254537,0.6907671313753155,0.14461169190019596,0,0,1,0,0,0,0,0,1
0.42277047039943993,1,0.8753049214027087,0.9946326747955234,0.43312468841429363,0,0,1,0,1,0,0,0,0
0.38236089488458774,1,0.23965052465201675,0.8293304157089135,0.34968756993937244,0,0,0,1,0,0,0,1,0
0.6047597743033392,1,0.30382953019710035,0.5252296766505016,0.2525049865163085,1,0,0,1,1,0,0,0,0
1.2316943027150038,1,0.6915659685885763,0.5396244666741165,0.4823166339418121,1,1,0,0,0,0,1,0,0
0.31542920100093846,1,0.5367449936969351,0.6477914879933163,0.6027588978104789,1,0,0,1,0,0,1,0,0
0.04603695946308291,1,0.3897479249660629,0.23671403752520603,0.8885709293538565,1,0,0,1,0,0,0,1,0
0.3004113731095973,1,0.52665370512895,0.7880672810315998,0.5970610123157191,0,0,1,0,0,1,0,0,0
1.230368844861128,1,0.9046386335071979,0.2584698382364241,0.8437109363390833,1,0,0,1,1,0,0,0,0
0.48028673718172765,1,0.17084853321593585,0.5886966474467367,0.4139584671291615,1,0,1,0,0,0,0,0,1
0.17791298792794852,1,0.4041457900797699,0.302811501574485,0.5276837095464062,1,0,1,0,0,0,1,0,0
0.03586798233730505,1,0.483958705152818,0.6476157548792159,0.17752098269583338,1,0,1,0,0,1,0,0,0
0.20788449166107406,1,0.03816408469589205,0.0590381870288329,0.04031510421135931,1,0,0,1,0,1,0,0,0
0.6324899202605475,1,0.6422848244273194,0.32913285310525586,0.6023889688484142,1,0,1,0,0,0,0,1,0
0.6039711147944257,1,0.883053366540014,0.4771350084677959,0.9697910355131288,0,1,0,0,0,0,0,0,1
0.07044693524693428,1,0.34511920480554525,0.06516298365619588,0.480246551756101,1,0,1,0,0,0,0,0,1
0.4330069792204755,1,0.42788808540194,0.2998909110550664,0.14480219557063034,1,0,1,0,0,0,0,1,0
0.3072660870253777,1,0.06403147365624495,0.0947288257264366,0.9936476855373337,0,0,1,0,0,1,0,0,0
0.03297179900515971,1,0.19192839512507898,0.6597196422751767,0.5534788735023772,1,1,0,0,1,0,0,0,0
0.039306274351848663,1,0.955125420903246,0.8411267298091462,0.8665961885979907,0,1,0,0,0,0,1,0,0
0.0440545919049638,1,0.33579258390039,0.587838719833053,0.3537660748697061,0,0,1,0,0,0,0,0,1
0.10853667759422457,1,0.5167674771945061,0.0045756463491946064,0.30289508727494674,1,1,0,0,1,0,0,0,0
0.09519721001599621,1,0.32715032049336823,0.1275758655488234,0.24719848443334602,1,0,1,0,0,0,0,0,1
0.07145058582760722,1,0.08565355907248162,0.9713589731331396,0.844803674907833,0,1,0,0,0,0,0,0,1
0.3327976995787215,1,0.7352216872809872,0.7516655162744563,0.46150728334338365,0,0,0,1,0,0,1,0,0
0.02105167804930865,1,0.5773246898274746,0.9439655905866741,0.06184977137093861,1,1,0,0,1,0,0,0,0
0.31970334943698575,1,0.8177442175806848,0.558942533721647,0.6641240711667125,1,1,0,0,0,0,0,0,1
0.2849281191846863,1,0.05871217099843484,0.03906260000432504,0.5596499070650617,0,0,1,0,0,1,0,0,0
0.030070712020419218,1,0.7342808850003827,0.8203222384501628,0.739824043831641,0,1,0,0,0,0,0,1,0
0.05359899611722851,1,0.02970811609072599,0.28311338590444524,0.36198659943469613,0,1,0,0,0,1,0,0,0
1.0156772060059474,1,0.1203362953646,0.9401459485091653,0.5364206960462314,1,0,0,1,0,0,1,0,0
0.006449413694284954,1,0.6521671763701309,0.22006793888604403,0.4025360477848542,1,0,0,1,0,0,0,1,0
0.19100916580100902,1,0.9074788744509558,0.6270204460459675,0.30761346024314773,0,1,0,0,0,0,1,0,0
0.45990769129851006,1,0.6710801524225721,0.19851198752224386,0.20031087338950682,0,0,1,0,0,0,0,1,0
0.10108433465056309,1,0.27418855817817955,0.7356320154877266,0.5338462609949582,1,0,1,0,0,0,1,0,0
0.1696498994918033,1,0.9853088999884609,0.7864961254156112,0.40103308297366713,0,0,0,1,1,0,0,0,0
0.300840219239097,1,0.6831000698792633,0.23500852121675553,0.9821812230110539,1,0,0,1,0,0,1,0,0
0.47993748073393716,1,0.22502275068202737,0.6146179069076815,0.7015325054933266,1,0,1,0,0,0,1,0,0
1.1903915050525014,1,0.2846793822518381,0.2787156079470742,0.9797935190467993,0,0,1,0,1,0,0,0,0
0.007560487102625673,1,0.08699209454299439,0.8714301681051093,0.928454720310262,1,1,0,0,0,0,0,1,0
1.0812393527502364,1,0.046670724950098164,0.3931348084683213,0.15033266058495187,0,0,0,1,1,0,0,0,0
0.021058677884874654,1,0.9424601421643832,0.8901830190190982,0.48968549678534545,0,0,0,1,1,0,0,0,0
0.876109662920304,0,0.7301356698352318,0.464259620888405,0.10306167718990034,0,0,1,0,0,0,0,1,0
0.22781868092863164,0,0.48242987890101785,0.2026193343729652,0.1989582413101737,0,1,0,0,0,0,1,0,0
1.2387280719084532,0,0.9079916301576845,0.29566596933557177,0.8184989772091525,1,0,0,1,0,0,1,0,0
1.1159622639614155,0,0.972843652207098,0.18946265676743856,0.7308259315253113,1,0,1,0,0,0,0,0,1
0.5404171731993977,0,0.8423406651409671,0.4751353981115298,0.8814627378153332,1,0,0,1,0,1,0,0,0
1.0557283454446567,0,0.5890766840651938,0.4695586933068928,0.8557307989773206,0,0,0,1,0,0,1,0,0
1.4138791010868301,0,0.842473191734874,0.6855815368016895,0.11230136037747529,1,1,0,0,0,0,0,1,0
1.4127347514189983,0,0.2559718204321699,0.27349461649633466,0.8424828354711659,0,1,0,0,0,0,0,0,1
1.2424671285747975,0,0.9182916300288568,0.887569297578075,0.06601772860128319,1,0,0,1,0,0,1,0,0
0.787989584380365,0,0.014521117768763636,0.03470294871639934,0.21486934678027347,0,0,0,1,0,0,1,0,0
0.18298826920005554,0,0.8276923002946439,0.7501508880474924,0.6503456007749364,0,1,0,0,1,0,0,0,0
1.0262249907073502,0,0.8789100271455826,0.27576495033511594,0.7435976974263119,0,0,1,0,0,0,1,0,0
1.4132266222305931,0,0.8772037274957339,0.899095083213169,0.36261117370110074,1,1,0,0,0,0,0,0,1
0.36104266991141565,0,0.2834484640959042,0.3908621723080231,0.8176674966704587,1,1,0,0,1,0,0,0,0
0.8168286521500336,0,0.8496187142170138,0.10764702964861084,0.5261790882959906,0,0,0,1,0,1,0,0,0
1.258734522568925,0,0.776904697560201,0.006539009436970722,0.4323295585466863,1,0,0,1,0,0,1,0,0
0.7123426514846982,0,0.9234652737751251,0.630395572783841,0.6675000341963393,1,0,0,1,0,0,0,1,0
1.3649933788709383,0,0.14954542995853415,0.05713153230376433,0.400361602065502,1,1,0,0,0,0,1,0,0
1.171049958579285,0,0.20271635185252967,0.6776841131203672,0.29607941830718754,1,0,1,0,0,0,0,1,0
0.9402536249601335,0,0.40115338731507644,0.288855454357815,0.9295617270287453,0,0,0,1,1,0,0,0,0
1.3798213914117943,0,0.28291549920706294,0.6833302512613878,0.35482838992469845,0,0,1,0,0,0,0,1,0
0.04317004114516639,0,0.9500603744082293,0.6854098883667012,0.36537604992089223,0,0,0,1,0,1,0,0,0
0.8179419205841031,0,0.6929755084800268,0.135768106782841,0.7238783303585563,0,0,0,1,0,0,0,1,0
0.998495114378292,0,0.9558635745608455,0.02869794910671075,0.07594231263483031,0,0,1,0,1,0,0,0,0
1.2059946554680272,0,0.4561974806006107,0.42765642752518107,0.5990969858062689,0,1,0,0,0,0,0,1,0
0.7474557756830824,0,0.5763644921033088,0.6771501048537218,0.5271528116211437,1,1,0,0,0,0,1,0,0
1.0959092166748907,0,0.8872198713273092,0.12640613345585983,0.0976503961131372,1,0,0,1,0,0,0,1,0
0.7560961294667387,0,0.25887752800696195,0.2651788255024152,0.541937288604147,1,1,0,0,0,0,0,1,0
0.2954502602085785,0,0.690188593869626,0.5213088285565561,0.10179792253210951,1,0,0,1,0,0,1,0,0
1.413762492365042,0,0.1488124868507148,0.019990031164216604,0.17066700967542858,0,1,0,0,0,0,1,0,0
0.7386588541597806,0,0.8148570023205911,0.3515745991093099,0.84081000243947,0,0,1,0,0,0,0,0,1
1.3426618808517512,0,0.4465008684242293,0.555856392531541,0.31990858765280294,1,0,0,1,0,0,1,0,0
0.5371682556763856,0,0.7480600123032516,0.6724637823081951,0.4931377595858202,1,1,0,0,1,0,0,0,0
1.3752066092042312,0,0.10393093043510326,0.9378782976396974,0.8397011176423135,1,1,0,0,1,0,0,0,0
1.3790513849366581,0,0.1532608138997391,0.030640832389883577,0.08727924391522757,1,0,1,0,0,0,0,1,0
0.1776993946381086,0,0.8781686448577893,0.8218742142033415,0.6995914192514789,0,0,0,1,0,0,1,0,0
0.9917493725623958,0,0.6109772812422377,0.17649763494197168,0.5726085854575769,0,0,0,1,0,0,0,1,0
1.0718365231353144,0,0.7870996549739024,0.17582265871386193,0.8762992134836379,1,0,0,1,0,0,0,1,0
1.1889069164787704,0,0.8134203882142728,0.32095179105715677,0.7198619851009309,0,0,0,1,0,1,0,0,0
1.4144124599524552,0,0.22859939904548698,0.6847768499604217,0.68302679115537,0,0,0,1,0,1,0,0,0
0.9213736562025618,0,0.3007852264432359,0.6917864522361157,0.29675677461700034,0,0,1,0,1,0,0,0,0
0.9648356382176092,0,0.920888912746808,0.18559670399406436,0.5478288030189715,1,0,1,0,1,0,0,0,0
0.9747513748197663,0,0.2539337521815237,0.8427864794153755,0.05044301092621062,1,0,1,0,1,0,0,0,0
0.19380947107132057,0,0.6042774563160457,0.7088369511826174,0.8400156328161094,1,0,1,0,0,0,1,0,0
0.08672289736843561,0,0.4540831929588003,0.08694961152194736,0.7620729505544754,0,0,0,1,0,1,0,0,0
1.0785544560624543,0,0.1743672780803417,0.5047600647996543,0.629556723933746,1,0,0,1,1,0,0,0,0
0.7289740744299549,0,0.37588534302135956,0.13722475287184477,0.4431151527680821,0,1,0,0,0,0,1,0,0
0.40621034473598633,0,0.20695798654808328,0.302429707683597,0.7990204501505237,0,0,0,1,0,1,0,0,0
1.2292226812116338,0,0.9956199162615293,0.8896030337327645,0.20779334392363036,1,0,0,1,0,0,1,0,0
0.7694553244546252,0,0.47714799467214875,0.9501972588104837,0.6590902860990185,1,0,1,0,1,0,0,0,0
0.07463187077959536,1,0.33405478961511303,0.993440521796894,0.5189034199039027,0,0,1,0,0,0,1,0,0
0.12964762059103713,1,0.4801801820022389,0.6639423365793594,0.6452566048388768,1,0,1,0,0,0,1,0,0
0.49402625548679896,1,0.3018412186076176,0.1224771037960326,0.6341743905387746,0,0,0,1,0,0,0,1,0
0.35962283877823564,1,0.18261165178622085,0.8579946182979977,0.06711857178153646,1,0,1,0,1,0,0,0,0
0.09709547513132427,1,0.3326015560555735,0.169765075754578,0.21805991398553504,1,1,0,0,0,0,0,0,1
0.5702124045002244,1,0.6313196250242306,0.7242211638419852,0.635545946326353,1,0,0,1,0,0,0,1,0
0.00912061962765088,1,0.7040602267874253,0.8226258209984506,0.6424459144054584,0,0,1,0,1,0,0,0,0
0.21636259866994167,1,0.5594647096819555,0.9341198105695915,0.6307541796942253,1,0,0,1,0,1,0,0,0
0.004134855972349541,1,0.811884839973254,0.6179706462245662,0.8802454301749604,0,1,0,0,0,0,0,0,1
0.18547678521191824,1,0.9445811003458172,0.5472499260323351,0.825985430093554,0,1,0,0,0,0,0,1,0
0.3207986391997114,1,0.038212169754423875,0.6463599556445159,0.15579980352530565,0,0,1,0,1,0,0,0,0
0.18724506205785377,1,0.3424561123143487,0.2943746281827564,0.9758000069784369,1,0,0,1,0,0,0,0,1
0.938288319600936,1,0.6100679828798837,0.6672327582324872,0.29440470770240523,0,1,0,0,0,0,0,0,1
0.7432756726336446,1,0.6532956516421713,0.39413939452894975,0.08256458473133876,0,1,0,0,0,0,0,0,1
0.7416628855823418,1,0.7920907701112958,0.7790977151121687,0.7638140405081238,0,0,0,1,0,1,0,0,0
0.858777550313996,1,0.511398900534021,0.5601854968589575,0.8530832792941637,0,0,1,0,0,0,0,0,1
1.2745411096785435,1,0.6458513076294871,0.9794100316329611,0.833209819720877,1,0,1,0,0,0,1,0,0
0.0058070102898175515,1,0.053867925449409326,0.782892803873287,0.41588784247757704,0,1,0,0,0,0,0,1,0
0.3154000074834773,1,0.7218811319399966,0.8235047487393808,0.8716876061221726,0,0,1,0,0,0,0,0,1
0.6355629085708225,1,0.8224214905886531,0.5809306178536959,0.5695809267185464,0,0,0,1,0,0,1,0,0
0.06520718681487657,1,0.5519147014795214,0.29905763992680445,0.4532531381482209,1,0,1,0,0,0,1,0,0
0.6293077189345285,1,0.8263975122372919,0.30581740566704274,0.5888639099982794,0,0,1,0,0,0,0,1,0
0.2149869848398992,1,0.025011156177610072,0.7309460738512013,0.790578211336908,0,0,0,1,0,0,1,0,0
0.1638556832508797,1,0.6971225384599381,0.9078820395938558,0.7825339124700132,0,1,0,0,0,1,0,0,0
0.007131853294656123,1,0.7399251430158351,0.359297585604882,0.2811069435384742,1,1,0,0,0,1,0,0,0
0.6214011123979412,1,0.7984606834402094,0.5243112774270995,0.13816183201232235,0,0,0,1,0,1,0,0,0
0.24961081289698986,1,0.6683343886648695,0.33450208518891755,0.7758589426631451,0,0,1,0,0,0,0,1,0
0.026540558188761377,1,0.806335156287628,0.9718477954860906,0.5210459289966687,0,0,0,1,1,0,0,0,0
0.2681808995010918,1,0.2903247859505472,0.7574415573833173,0.44227965633676336,0,0,0,1,0,0,0,0,1
0.3884176623840114,1,0.362213635323388,0.634597006833332,0.22428473925207004,1,0,1,0,0,0,0,1,0
0.1817859062414057,1,0.7009191038106967,0.7353830463975758,0.7353599749176345,1,0,1,0,0,1,0,0,0
0.19112219215148998,1,0.04343170033421684,0.9436606659316247,0.6500506812630991,0,1,0,0,1,0,0,0,0
0.3247161282644069,1,0.6974402071938929,0.3444690110489913,0.7095082628915096,1,0,1,0,1,0,0,0,0
1.0910254357670888,1,0.5073946422404649,0.13093889065010111,0.6022900692625639,1,0,1,0,0,0,0,0,1
0.09329080377960589,1,0.5980008894693324,0.139474551629867,0.6658517546479028,1,0,0,1,1,0,0,0,0
1.0761277149775634,1,0.8423094129799147,0.8899361476218178,0.8442258001263485,1,0,0,1,0,0,0,1,0
0.4677236523816901,1,0.7284115300126015,0.42938376087421837,0.001414674873464028,0,1,0,0,1,0,0,0,0
0.5316038087155527,1,0.2444652378087222,0.8531621519756188,0.781902565170678,0,0,1,0,0,1,0,0,0
0.11833629374505328,1,0.4977341823818695,0.2655940138382459,0.1483334961733479,1,1,0,0,1,0,0,0,0
0.0654387837975425,1,0.48990347886528685,0.2310833225772172,0.6050671976106069,1,0,1,0,0,1,0,0,0
0.9036437999659782,1,0.3888174934911105,0.9929619522763713,0.579056950217253,0,0,1,0,0,0,0,0,1
0.07941245976210888,1,0.9941455423580625,0.20626284329256916,0.3966274824467204,1,1,0,0,1,0,0,0,0
0.2303532589278351,1,0.8662559317829205,0.5189146621991856,0.14487689026155604,0,0,1,0,0,1,0,0,0
0.5637634806862171,1,0.5076362657734345,0.28552005440069594,0.5987967984416883,0,0,0,1,1,0,0,0,0
1.00359058528511,1,0.2806953317281691,0.011887648101963966,0.5299828362142903,1,0,0,1,1,0,0,0,0
0.17320040049627192,1,0.11253054394518347,0.6911914246605507,0.879154898259689,0,0,0,1,0,0,0,1,0
0.15011347682850257,1,0.9084946048870653,0.7220270328579548,0.8131706290063061,0,1,0,0,0,0,0,0,1
0.865909787901058,1,0.20800962709961734,0.7127709337899977,0.2093877850282796,1,0,1,0,0,0,0,1,0
0.006657646226581739,1,0.5308414626928715,0.47364517176185206,0.43448037625815117,0,1,0,0,0,0,0,1,0
